"","chromosome_name","start_position","end_position","hgnc_symbol"
"639","8",19404161,19758029,"CSGALNACT1"
"640","10",43138445,43185302,"CSGALNACT2"
"641","8",2935353,4994972,"CSMD1"
"642","8",112222928,113436939,"CSMD3"
"643","16",58157907,58198106,"CSNK2A2"
"644","CHR_HSCHR6_MHC_DBB_CTG1",31647414,31654461,"CSNK2B"
"645","CHR_HSCHR6_MHC_MANN_CTG1",31704690,31711736,"CSNK2B"
"646","CHR_HSCHR6_MHC_QBL_CTG1",31655467,31663777,"CSNK2B"
"647","CHR_HSCHR6_MHC_SSTO_CTG1",31655985,31664295,"CSNK2B"
"648","CHR_HSCHR6_MHC_MCF_CTG1",31741515,31749825,"CSNK2B"
"649","CHR_HSCHR6_MHC_COX_CTG1",31652646,31660956,"CSNK2B"
"650","6",31665227,31670343,"CSNK2B"
"651","8",67062417,67196778,"CSPP1"
"652","3",39141855,39154562,"CSRNP1"
"653","12",76858709,76879023,"CSRP2"
"654","20",23626706,23638473,"CST3"
"655","20",24949269,24959928,"CST7"
"656","20",23602410,23605917,"CST9"
"657","X",100820391,100841520,"CSTF2"
"658","CHR_HG2087_PATCH",7243591,7252491,"CTDNEP1"
"659","17",7243591,7252491,"CTDNEP1"
"660","8",103371538,103382989,"CTHRC1"
"661","5",138610967,138935034,"CTNNA1"
"662","2",79185231,80648861,"CTNNA2"
"663","11",66563464,66568879,"CTSF"
"664","14",24573518,24576250,"CTSG"
"665","15",78921058,78949574,"CTSH"
"666","CHR_HSCHR4_1_CTG12",155924118,155953911,"CTSO"
"667","4",155921580,155953912,"CTSO"
"668","17",57861243,57955412,"CUEDC1"
"669","13",113208193,113267108,"CUL4A"
"670","10",100232298,100267680,"CWF19L1"
"671","11",107326360,107457825,"CWF19L2"
"672","5",135570679,135579279,"CXCL14"
"673","2",218125289,218137251,"CXCR2"
"674","4",104468308,104494901,"CXXC4"
"675","16",69398402,69466264,"CYB5B"
"676","17",4143168,4187310,"CYB5D2"
"677","11",7665100,7677222,"CYB5R2"
"678","6",83859656,83967423,"CYB5R4"
"679","X",37780018,37813461,"CYBB"
"680","2",171522247,171558129,"CYBRD1"
"681","5",157266079,157395595,"CYFIP2"
"682","17",76527356,76551175,"CYGB"
"683","20",54153446,54173986,"CYP24A1"
"684","1",46757838,46819413,"CYP4B1"
"685","2",241734602,241768816,"D2HGDH"
"686","5",10679230,10761234,"DAP"
"687","CHR_HSCHR6_MHC_MCF_CTG1",33488900,33499609,"DAXX"
"688","CHR_HSCHR6_MHC_SSTO_CTG1",33469139,33469421,"DAXX"
"689","CHR_HSCHR6_MHC_DBB_CTG1",33296480,33307190,"DAXX"
"690","CHR_HSCHR6_MHC_COX_CTG1",33240162,33250873,"DAXX"
"691","CHR_HSCHR6_MHC_QBL_CTG1",33247394,33258105,"DAXX"
"692","6",33318558,33323016,"DAXX"
"693","12",51238724,51271362,"DAZAP2"
"694","3",16586792,16670306,"DAZL"
"695","9",133636363,133659329,"DBH"
"696","12",45014672,45051099,"DBX2"
"697","9",34086387,34127399,"DCAF12"
"698","X",126163499,126166289,"DCAF12L2"
"699","17",63550222,63594286,"DCAF7"
"700","1",160215715,160262549,"DCAF8"
"701","17",45023338,45061131,"DCAKD"
"702","4",150078445,150257438,"DCLK2"
"703","3",36712421,36764553,"DCLK3"
"704","3",53283429,53347586,"DCP1A"
"705","1",155033824,155050930,"DCST1"
"706","8",104339087,104356689,"DCSTAMP"
"707","2",74361154,74392087,"DCTN1"
"708","8",38225218,38275558,"DDHD2"
"709","11",82899975,82958277,"DDIAS"
"710","12",57516588,57521737,"DDIT3"
"711","4",100185870,100190782,"DDIT4L"
"712","6",110391771,110415575,"DDO"
"713","CHR_HSCHR22_1_CTG7",23971367,23980473,"DDT"
"714","22",23970542,23980525,"DDT"
"715","16",70289663,70335305,"DDX19B"
"716","20",49219347,49244077,"DDX27"
"717","16",68020916,68023232,"DDX28"
"718","5",177511577,177516961,"DDX41"
"719","CHR_HSCHR17_7_CTG4",37614320,37648026,"DDX52"
"720","17",37609739,37643446,"DDX52"
"721","12",123602077,123620943,"DDX55"
"722","9",32455302,32526208,"DDX58"
"723","8",90001405,90053633,"DECR1"
"724","1",161120974,161132688,"DEDD"
"725","5",141923855,141942047,"DELE1"
"726","1",197504748,197775696,"DENND1B"
"727","7",140518420,140673993,"DENND2A"
"728","1",153929501,153946718,"DENND4B"
"729","3",57625454,57693077,"DENND6A"
"730","10",44970981,44978809,"DEPP1"
"731","12",15911302,16037381,"DERA"
"732","8",123013170,123042302,"DERL1"
"733","CHR_HSCHR22_1_CTG7",23834503,23839128,"DERL3"
"734","22",23834503,23839128,"DERL3"
"735","1",10456522,10472529,"DFFA"
"736","14",91060333,91225632,"DGLUCY"
"737","1",26432282,26471306,"DHDDS"
"738","16",72008588,72027664,"DHODH"
"739","CHR_HSCHR17_7_CTG4",36592761,36601768,"DHRS11"
"740","17",36591879,36600804,"DHRS11"
"741","17",28897781,28903079,"DHRS13"
"742","CHR_HSCHR6_MHC_APD_CTG1",30723385,30736950,"DHX16"
"743","CHR_HSCHR6_MHC_SSTO_CTG1",30645335,30665285,"DHX16"
"744","CHR_HSCHR6_MHC_MANN_CTG1",30697750,30717697,"DHX16"
"745","CHR_HSCHR6_MHC_DBB_CTG1",30643349,30663298,"DHX16"
"746","CHR_HSCHR6_MHC_COX_CTG1",30642952,30662900,"DHX16"
"747","CHR_HSCHR6_MHC_QBL_CTG1",30642608,30662557,"DHX16"
"748","CHR_HSCHR6_MHC_MCF_CTG1",30731576,30751521,"DHX16"
"749","6",30653119,30673006,"DHX16"
"750","10",125836337,125896436,"DHX32"
"751","20",38962299,39039723,"DHX35"
"752","12",124946825,124989131,"DHX37"
"753","17",42101404,42112714,"DHX58"
"754","15",40358219,40378621,"DISP2"
"755","13",49956670,50125720,"DLEU2"
"756","11",83455012,85628335,"DLG2"
"757","X",70444835,70505490,"DLG3"
"758","CHR_HSCHR10_1_CTG4",77790791,77926526,"DLG5"
"759","10",77790791,77926755,"DLG5"
"760","CHR_HSCHR6_1_CTG5",170282206,170306565,"DLL1"
"761","6",170282206,170306565,"DLL1"
"762","17",49968970,49974959,"DLX4"
"763","10",122560665,122643736,"DMBT1"
"764","1",46489836,46516216,"DMBX1"
"765","7",87152409,87196337,"DMTF1"
"766","16",84145287,84178767,"DNAAF1"
"767","17",11598470,11969748,"DNAH9"
"768","2",233742750,233744015,"DNAJB3"
"769","7",157335381,157417439,"DNAJB6"
"770","5",34929559,34958964,"DNAJC21"
"771","7",73680918,73683453,"DNAJC30"
"772","11",64230278,64234286,"DNAJC4"
"773","8",66021553,66101245,"DNAJC5B"
"774","22",38778508,38794198,"DNAL4"
"775","5",140670794,140673576,"DND1"
"776","1",171817887,172418466,"DNM3"
"777","10",99875577,100009947,"DNMBP"
"778","2",25227855,25342590,"DNMT3A"
"779","16",30005514,30023270,"DOC2A"
"780","7",111726110,112206407,"DOCK4"
"781","13",98793429,99086625,"DOCK9"
"782","9",129081111,129090438,"DOLPP1"
"783","11",119096025,119108331,"DPAGT1"
"784","19",38211006,38229714,"DPF1"
"785","17",2030137,2043898,"DPH1"
"786","15",35217345,35546193,"DPH6"
"787","9",137554444,137578925,"DPH7"
"788","20",50934867,50959140,"DPM1"
"789","2",161992245,162074394,"DPP4"
"790","7",153748133,154894285,"DPP6"
"791","7",34927292,35038271,"DPY19L1"
"792","12",63558913,63668939,"DPY19L2"
"793","8",104330324,104467055,"DPYS"
"794","5",147390808,147510068,"DPYSL3"
"795","10",132186948,132205759,"DPYSL4"
"796","11",65919274,65921563,"DRAP1"
"797","3",114127580,114199407,"DRD3"
"798","CHR_HSCHR11_1_CTG8",637525,640936,"DRD4"
"799","11",637269,640706,"DRD4"
"800","22",31399604,31530634,"DRG1"
"801","5",31400494,31532196,"DROSHA"
"802","X",101219769,101264502,"DRP2"
"803","18",31129236,31162856,"DSC1"
"804","18",30989365,31042815,"DSC3"
"805","6",116254173,116444861,"DSE"
"806","6",56457987,56954830,"DST"
"807","6",15522807,15663058,"DTNBP1"
"808","15",49621037,49656232,"DTWD1"
"809","11",59171430,59208588,"DTX4"
"810","15",45117366,45129938,"DUOXA1"
"811","19",5784832,5791225,"DUS3L"
"812","6",291630,351355,"DUSP22"
"813","8",29333064,29350684,"DUSP4"
"814","3",52048919,52056571,"DUSP7"
"815","X",153642492,153651326,"DUSP9"
"816","15",48331011,48343373,"DUT"
"817","1",1335276,1349418,"DVL1"
"818","17",7225342,7234517,"DVL2"
"819","2",171687409,171750158,"DYNC1I2"
"820","11",103109410,103479863,"DYNC2H1"
"821","6",20401879,20493714,"E2F3"
"822","2",11444375,11466177,"E2F6"
"823","X",48521799,48528716,"EBP"
"824","13",49660674,49691486,"EBPL"
"825","1",21217247,21345572,"ECE1"
"826","2",232479827,232487834,"ECEL1"
"827","9",92493554,92536655,"ECM2"
"828","9",111360685,111484745,"ECPAS"
"829","6",138795911,138904070,"ECT2L"
"830","X",66595637,66639298,"EDA2R"
"831","15",74630558,74696292,"EDC3"
"832","1",184690237,184754907,"EDEM3"
"833","5",83940554,84384880,"EDIL3"
"834","4",147480917,147544954,"EDNRA"
"835","10",125719515,125764143,"EDRF1"
"836","6",73489308,73525587,"EEF1A1"
"837","20",63488013,63499239,"EEF1A2"
"838","CHR_HSCHR2_6_CTG7_2",206159585,206162928,"EEF1B2"
"839","2",206159585,206162928,"EEF1B2"
"840","CHR_HSCHR3_9_CTG2_1",128160388,128415576,"EEFSEC"
"841","3",128153481,128408646,"EEFSEC"
"842","7",36153254,36301538,"EEPD1"
"843","7",105565120,105600875,"EFCAB10"
"844","17",29929200,30108452,"EFCAB5"
"845","22",43528744,43812337,"EFCAB6"
"846","1",15409888,15430339,"EFHD2"
"847","19",1285873,1301431,"EFNA2"
"848","1",155063737,155069553,"EFNA4"
"849","2",25042076,25159135,"EFR3B"
"850","X",13569601,13633575,"EGFL6"
"851","11",65576046,65592650,"EHBP1L1"
"852","2",31234152,31269451,"EHD3"
"853","3",150546678,150586016,"EIF2A"
"854","2",37099210,37157522,"EIF2AK2"
"855","12",123620406,123633766,"EIF2B1"
"856","3",184135038,184146127,"EIF2B5"
"857","22",36510855,36529184,"EIF3D"
"858","1",32221077,32245397,"EIF3I"
"859","CHR_HG26_PATCH",38619082,38636955,"EIF3K"
"860","19",38619082,38636955,"EIF3K"
"861","10",70404145,70428618,"EIF4EBP2"
"862","5",140547662,140549576,"EIF4EBP3"
"863","14",103333544,103345025,"EIF5"
"864","2",3188925,3377830,"EIPR1"
"865","7",36852906,37449223,"ELMO1"
"866","16",67199111,67204029,"ELMO3"
"867","1",23743448,23762059,"ELOA"
"868","1",43363398,43368074,"ELOVL1"
"869","10",102226299,102229589,"ELOVL3"
"870","CHR_HG2087_PATCH",7251416,7259940,"ELP5"
"871","17",7251416,7259940,"ELP5"
"872","5",50396192,50443248,"EMB"
"873","16",85771758,85799608,"EMC8"
"874","4",100395341,100880126,"EMCN"
"875","22",29205896,29259597,"EMID1"
"876","2",27078615,27086403,"EMILIN1"
"877","14",99737693,99942060,"EML1"
"878","2",54723499,54972025,"EML6"
"879","11",76444923,76553031,"EMSY"
"880","10",117473215,117545068,"EMX2OS"
"881","2",118842171,118847648,"EN1"
"882","12",47709734,47725567,"ENDOU"
"883","17",80415165,80438086,"ENDOV"
"884","12",6913745,6923698,"ENO2"
"885","17",4948092,4957131,"ENO3"
"886","10",116849499,116911788,"ENO4"
"887","6",131808016,131895155,"ENPP1"
"888","1",150600851,150629612,"ENSA"
"889","8",23385783,23457695,"ENTPD4"
"890","14",73958010,74019399,"ENTPD5"
"891","9",137434364,137441816,"ENTPD8"
"892","3",27715949,27722711,"EOMES"
"893","18",5392381,5630700,"EPB41L3"
"894","2",148644440,148787569,"EPC2"
"895","2",47345158,47387601,"EPCAM"
"896","3",89107621,89482134,"EPHA3"
"897","7",100802565,100827523,"EPHB4"
"898","CHR_HSCHR17_7_CTG4",38472490,38476208,"EPOP"
"899","17",38671703,38674957,"EPOP"
"900","12",15620134,15882329,"EPS8"
"901","1",109750080,109764027,"EPS8L3"
"902","9",27284654,27297150,"EQTN"
"903","12",56076799,56103505,"ERBB3"
"904","3",55508311,56469095,"ERC2"
"905","19",45349837,45370918,"ERCC2"
"906","5",60866454,60945073,"ERCC8"
"907","4",74365145,74388749,"EREG"
"908","1",42817122,42844991,"ERMAP"
"909","9",5749832,5879537,"ERMP1"
"910","20",13714322,13784919,"ESF1"
"911","1",204131062,204152044,"ETNK2"
"912","4",108742048,108763054,"ETNPPL"
"913","2",75469302,75569722,"EVA1A"
"914","4",5542772,5709548,"EVC2"
"915","1",241847967,241895148,"EXO1"
"916","1",40508741,40516038,"EXO5"
"917","7",133253073,134066589,"EXOC4"
"918","3",38496127,38542161,"EXOG"
"919","9",37759234,37832117,"EXOSC3"
"920","16",70246778,70251940,"EXOSC6"
"921","3",44975241,45036066,"EXOSC7"
"922","11",108505435,108593768,"EXPH5"
"923","1",100872372,100895179,"EXTL2"
"924","20",46894624,47188844,"EYA2"
"925","6",133240514,133532128,"EYA4"
"926","1",160995211,161021343,"F11R"
"927","6",6144084,6321013,"F13A1"
"928","11",46719196,46739506,"F2"
"929","5",76818933,76835315,"F2RL1"
"930","1",94529173,94541759,"F3"
"931","13",113105788,113120685,"F7"
"932","X",139530739,139563459,"F9"
"933","16",74712955,74774831,"FA2H"
"934","17",81539885,81553961,"FAAP100"
"935","4",119317250,119322138,"FABP2"
"936","16",1826967,1840207,"FAHD1"
"937","10",14518557,14774897,"FAM107B"
"938","17",49710332,49789180,"FAM117A"
"939","2",202634969,202769757,"FAM117B"
"940","11",126211724,126262984,"FAM118B"
"941","9",93431441,93453581,"FAM120AOS"
"942","13",51222334,51284239,"FAM124A"
"943","2",224378698,224402107,"FAM124B"
"944","4",88725955,89111398,"FAM13A"
"945","5",80487969,80542563,"FAM151B"
"946","6",116752197,116765719,"FAM162B"
"947","9",137243584,137247770,"FAM166A"
"948","8",11421476,11475908,"FAM167A"
"949","1",32247222,32248856,"FAM167B"
"950","10",49131154,49134021,"FAM170B"
"951","2",96875882,96986580,"FAM178B"
"952","6",118959763,119149387,"FAM184A"
"953","9",35816391,35828747,"FAM221B"
"954","22",38578118,38656629,"FAM227A"
"955","10",122849078,122879641,"FAM24B"
"956","7",121348878,121396364,"FAM3C"
"957","X",37008366,37011664,"FAM47C"
"958","4",76214040,76283783,"FAM47E"
"959","4",1617915,1684313,"FAM53A"
"960","6",17600302,17611719,"FAM8A1"
"961","2",33532744,33599347,"FAM98A"
"962","X",14690388,14873255,"FANCB"
"963","6",35452338,35467104,"FANCE"
"964","13",98142562,98455176,"FARP1"
"965","19",12922479,12934037,"FARSA"
"966","17",82078338,82098294,"FASN"
"967","2",169528508,169573875,"FASTKD1"
"968","2",206765357,206796189,"FASTKD2"
"969","20",3146519,3159865,"FASTKD5"
"970","4",125314918,125492932,"FAT4"
"971","22",45502238,45601135,"FBLN1"
"972","2",112138385,112188218,"FBLN7"
"973","15",48408313,48645721,"FBN1"
"974","7",102812838,103074839,"FBXL13"
"975","5",107859035,108382098,"FBXL17"
"976","7",5431335,5513809,"FBXL18"
"977","4",15604381,15681679,"FBXL5"
"978","16",67159932,67164570,"FBXL8"
"979","1",11637018,11655785,"FBXO2"
"980","12",117141991,117190470,"FBXO21"
"981","8",406428,477967,"FBXO25"
"982","1",224114111,224162047,"FBXO28"
"983","14",55271344,55370053,"FBXO34"
"984","17",6776215,6797101,"FBXO39"
"985","1",16246840,16352480,"FBXO42"
"986","2",68459422,68467294,"FBXO48"
"987","6",53051991,53100873,"FBXO9"
"988","10",101610664,101695295,"FBXW4"
"989","9",136940435,136944738,"FBXW5"
"990","19",12688053,12696631,"FBXW9"
"991","CHR_HG76_PATCH",8113504,8150080,"FDFT1"
"992","8",11795573,11839304,"FDFT1"
"993","19",4791734,4801273,"FEM1A"
"994","11",61792911,61797238,"FEN1"
"995","15",90883695,90895776,"FES"
"996","3",186635969,186653141,"FETUB"
"997","2",36531805,36646087,"FEZ2"
"998","X",54445454,54496234,"FGD1"
"999","5",44300247,44389706,"FGF10"
"1000","X",138614727,139222777,"FGF13"
"1001","5",171419647,171457626,"FGF18"
"1002","8",16992181,17002345,"FGF20"
"1003","19",639879,644373,"FGF22"
"1004","12",4368227,4379712,"FGF23"
"1005","11",69809968,69819416,"FGF3"
"1006","12",4428155,4445815,"FGF6"
"1007","10",101770109,101780371,"FGF8"
"1008","4",15935577,15938740,"FGFBP1"
"1009","10",91906584,91909486,"FGFBP3"
"1010","8",38400215,38468834,"FGFR1"
"1011","10",121478332,121598458,"FGFR2"
"1012","4",154604134,154612967,"FGG"
"1013","1",27612064,27635185,"FGR"
"1014","1",15236521,15400283,"FHAD1"
"1015","2",105357712,105438513,"FHL2"
"1016","11",26994112,26997087,"FIBIN"
"1017","11",65883740,65888531,"FIBP"
"1018","6",109690609,109878098,"FIG4"
"1019","7",50444128,50542535,"FIGNL1"
"1020","7",73328161,73358637,"FKBP6"
"1021","19",46746046,46776988,"FKRP"
"1022","17",17212212,17237188,"FLCN"
"1023","CHR_HSCHR6_MHC_APD_CTG1",30791619,30794413,"FLOT1"
"1024","CHR_HSCHR6_MHC_QBL_CTG1",30717229,30732250,"FLOT1"
"1025","CHR_HSCHR6_MHC_COX_CTG1",30717565,30732592,"FLOT1"
"1026","CHR_HSCHR6_MHC_MANN_CTG1",30772367,30787391,"FLOT1"
"1027","CHR_HSCHR6_MHC_DBB_CTG1",30717966,30732991,"FLOT1"
"1028","CHR_HSCHR6_MHC_SSTO_CTG1",30719960,30734994,"FLOT1"
"1029","CHR_HSCHR6_MHC_MCF_CTG1",30806191,30820021,"FLOT1"
"1030","6",30727709,30742732,"FLOT1"
"1031","14",85530144,85654428,"FLRT2"
"1032","7",139339457,139346328,"FMC1"
"1033","1",240014348,240475187,"FMN2"
"1034","17",45221444,45247319,"FMNL1"
"1035","12",49636499,49708165,"FMNL3"
"1036","1",171185249,171212686,"FMO2"
"1037","1",171090901,171117819,"FMO3"
"1038","1",203340628,203351758,"FMOD"
"1039","X",147911919,147951125,"FMR1"
"1040","17",82716706,82730328,"FN3KRP"
"1041","6",159169400,159272108,"FNDC1"
"1042","13",48975912,49209779,"FNDC3A"
"1043","3",172039578,172401669,"FNDC3B"
"1044","17",35121615,35130732,"FNDC8"
"1045","5",157341598,157345677,"FNDC9"
"1046","14",64986895,65062652,"FNTB"
"1047","15",60004234,60061730,"FOXB1"
"1048","9",116231,118417,"FOXD4"
"1049","16",86576368,86583478,"FOXL1"
"1050","2",48314637,48379295,"FOXN2"
"1051","13",40555667,40666641,"FOXO1"
"1052","X",71095851,71103532,"FOXO4"
"1053","CHR_HG986_PATCH",41361434,41383813,"FOXO6"
"1054","1",41361922,41383590,"FOXO6"
"1055","3",70954693,71583978,"FOXP1"
"1056","X",55623400,55626192,"FOXR2"
"1057","19",51795157,51826190,"FPR3"
"1058","10",97332497,97334729,"FRAT2"
"1059","13",38687077,38887131,"FREM2"
"1060","CHR_HSCHR4_6_CTG12",189944765,189967182,"FRG1"
"1061","CHR_HG2023_PATCH",189940870,189963202,"FRG1"
"1062","CHR_HSCHR4_11_CTG12",189940870,189963202,"FRG1"
"1063","4",189940870,189963202,"FRG1"
"1064","9",83242990,83538546,"FRMD3"
"1065","X",11822423,12724523,"FRMPD4"
"1066","1",99703970,99766635,"FRRS1"
"1067","6",41770176,41786542,"FRS3"
"1068","4",48497357,48780322,"FRYL"
"1069","8",94378377,94436952,"FSBP"
"1070","5",53480626,53487134,"FST"
"1071","3",120392293,120450993,"FSTL1"
"1072","5",133196455,133612541,"FSTL4"
"1073","6",143494812,143511720,"FUCA2"
"1074","10",133355158,133358025,"FUOM"
"1075","15",90868588,90883564,"FURIN"
"1076","10",73772276,73780251,"FUT11"
"1077","14",65410592,65744121,"FUT8"
"1078","11",86945679,86955395,"FZD4"
"1079","17",44070620,44082151,"G6PC3"
"1080","16",75566375,75577881,"GABARAPL2"
"1081","1",151070578,151125542,"GABPB2"
"1082","4",46243548,46475230,"GABRA2"
"1083","6",89177504,89231278,"GABRR1"
"1084","3",97985102,98035315,"GABRR3"
"1085","9",89605012,89606555,"GADD45G"
"1086","19",12953119,12957223,"GADD45GIP1"
"1087","3",30726197,30894661,"GADL1"
"1088","4",849276,932373,"GAK"
"1089","11",68683779,68691175,"GAL"
"1090","9",98807670,98850081,"GALNT12"
"1091","2",30910467,31155202,"GALNT14"
"1092","3",16174680,16231992,"GALNT15"
"1093","11",62624826,62646726,"GANAB"
"1094","9",127224265,127393660,"GARNL3"
"1095","1",173858559,173868882,"GAS5"
"1096","CHR_HSCHR1_1_CTG31",153821956,153845579,"GATAD2B"
"1097","1",153789030,153923360,"GATAD2B"
"1098","4",151670504,151761007,"GATB"
"1099","11",767220,777488,"GATD1"
"1100","15",45361124,45402327,"GATM"
"1101","4",71741696,71804041,"GC"
"1102","2",162318840,162371595,"GCA"
"1103","6",10873223,10882041,"GCM2"
"1104","CHR_HG2057_PATCH",10492223,10629368,"GCNT2"
"1105","6",10492223,10629368,"GCNT2"
"1106","5",75025346,75052558,"GCNT4"
"1107","20",56491492,56525925,"GCNT7"
"1108","CHR_HSCHR3_6_CTG2_1",112120839,112133270,"GCSAM"
"1109","3",112120839,112133270,"GCSAM"
"1110","16",81081945,81096395,"GCSH"
"1111","12",55743122,55757264,"GDF11"
"1112","5",132861181,132866884,"GDF9"
"1113","17",59220467,59275970,"GDPD1"
"1114","16",30104810,30113537,"GDPD3"
"1115","16",1984193,1987749,"GFER"
"1116","5",74721206,74767147,"GFM2"
"1117","2",69319780,69387250,"GFPT1"
"1118","10",116056925,116276803,"GFRA1"
"1119","8",21690398,21812357,"GFRA2"
"1120","6",55327469,55402493,"GFRAL"
"1121","13",100530164,100589528,"GGACT"
"1122","6",33540046,33589026,"GGNBP1"
"1123","17",42188799,42194532,"GHDC"
"1124","5",42423439,42721878,"GHR"
"1125","3",10285666,10292947,"GHRL"
"1126","3",172443291,172448456,"GHSR"
"1127","7",150716606,150724284,"GIMAP1"
"1128","7",150450630,150479393,"GIMAP8"
"1129","5",103086000,103120138,"GIN1"
"1130","17",48958554,48968596,"GIP"
"1131","19",14477760,14496149,"GIPC1"
"1132","13",20187463,20192938,"GJB2"
"1133","15",34751032,34754998,"GJD2"
"1134","X",30653359,30731462,"GK"
"1135","2",68945232,68952893,"GKN2"
"1136","11",134274245,134319564,"GLB1L3"
"1137","7",41960949,42264100,"GLI3"
"1138","12",75480753,75503863,"GLIPR1"
